event_id,source_positive,condition,expected_timestamp,maximum_score_near_event,threshold,audio_path
296,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1531.wav,ambient,675.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_296_ambient.wav
297,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\543.wav,ambient,679.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_297_ambient.wav
298,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\657.wav,ambient,684.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_298_ambient.wav
299,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,ambient,693.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_299_ambient.wav
300,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\672.wav,ambient,697.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_300_ambient.wav
301,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1060.wav,ambient,706.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_301_ambient.wav
302,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0229.wav,ambient,711.000,0.8789,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_302_ambient.wav
303,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\112.wav,ambient,720.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_303_ambient.wav
304,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1281.wav,ambient,724.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_304_ambient.wav
305,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\895.wav,ambient,733.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_305_ambient.wav
306,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1251.wav,ambient,742.500,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_306_ambient.wav
307,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1860.wav,ambient,747.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_307_ambient.wav
308,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,ambient,751.500,0.9453,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_308_ambient.wav
309,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\162.wav,ambient,756.000,0.4297,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_309_ambient.wav
310,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\576.wav,ambient,760.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_310_ambient.wav
311,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1514.wav,ambient,765.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_311_ambient.wav
312,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0192.wav,ambient,769.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_312_ambient.wav
313,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1012.wav,ambient,774.000,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_313_ambient.wav
314,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1176.wav,ambient,783.000,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_314_ambient.wav
315,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\4.wav,ambient,787.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_315_ambient.wav
316,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\19.wav,ambient,796.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_316_ambient.wav
317,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\948.wav,ambient,805.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_317_ambient.wav
318,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\254.wav,ambient,810.000,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_318_ambient.wav
319,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1650.wav,ambient,814.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_319_ambient.wav
320,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\256.wav,ambient,819.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_320_ambient.wav
321,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1317.wav,ambient,823.500,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_321_ambient.wav
322,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,ambient,828.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_322_ambient.wav
323,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_18.wav,ambient,832.500,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_323_ambient.wav
324,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\928.wav,ambient,855.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_324_ambient.wav
325,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\776.wav,ambient,859.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_325_ambient.wav
326,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1423.wav,ambient,864.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_326_ambient.wav
327,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\821.wav,ambient,868.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_327_ambient.wav
328,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1922.wav,ambient,873.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_328_ambient.wav
329,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\972.wav,ambient,882.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_329_ambient.wav
330,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1252.wav,ambient,900.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_330_ambient.wav
331,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1236.wav,ambient,909.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_331_ambient.wav
332,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1558.wav,ambient,913.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_332_ambient.wav
333,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\447.wav,ambient,927.000,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_333_ambient.wav
334,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\384.wav,ambient,931.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_334_ambient.wav
335,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\819.wav,ambient,936.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_335_ambient.wav
336,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1587.wav,ambient,940.500,0.9258,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_336_ambient.wav
337,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1725.wav,ambient,945.000,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_337_ambient.wav
338,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_048.wav,ambient,949.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_338_ambient.wav
339,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\996.wav,ambient,958.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_339_ambient.wav
340,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0196.wav,ambient,972.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_340_ambient.wav
341,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_73.wav,ambient,976.500,0.7578,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_341_ambient.wav
342,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\536.wav,ambient,985.500,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_342_ambient.wav
343,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\95.wav,ambient,994.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_343_ambient.wav
344,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1340.wav,ambient,1008.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_344_ambient.wav
345,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_42.wav,ambient,1012.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_345_ambient.wav
346,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\713.wav,ambient,1021.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_346_ambient.wav
347,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\216.wav,ambient,1035.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_347_ambient.wav
348,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\13.wav,ambient,1048.500,0.3945,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_348_ambient.wav
349,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\491.wav,ambient,1053.000,0.9961,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_349_ambient.wav
350,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\779.wav,ambient,1057.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_350_ambient.wav
351,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\477.wav,ambient,1062.000,0.2695,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_351_ambient.wav
352,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\212.wav,ambient,1071.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_352_ambient.wav
353,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_73.wav,ambient,1075.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_353_ambient.wav
354,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1413.wav,ambient,1084.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_354_ambient.wav
355,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\576.wav,ambient,1089.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_355_ambient.wav
356,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_110.wav,ambient,1098.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_356_ambient.wav
357,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_53.wav,ambient,1102.500,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_357_ambient.wav
358,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_6.wav,ambient,1111.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_358_ambient.wav
359,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1607.wav,ambient,1120.500,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_359_ambient.wav
360,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\694.wav,ambient,1125.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_360_ambient.wav
361,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\622.wav,ambient,1134.000,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_361_ambient.wav
362,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1500.wav,ambient,1147.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_362_ambient.wav
363,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\973.wav,ambient,1152.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_363_ambient.wav
364,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\454.wav,ambient,1161.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_364_ambient.wav
365,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\150.wav,ambient,1165.500,0.5703,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_365_ambient.wav
366,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\255.wav,ambient,1174.500,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_366_ambient.wav
367,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1674.wav,ambient,1179.000,0.9570,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_367_ambient.wav
368,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\753.wav,ambient,1183.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_368_ambient.wav
369,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1729.wav,ambient,1188.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_369_ambient.wav
370,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1982.wav,ambient,1192.500,0.9844,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_370_ambient.wav
371,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\214.wav,ambient,1197.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_371_ambient.wav
372,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,ambient,1206.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_372_ambient.wav
373,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\460.wav,ambient,1210.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_373_ambient.wav
374,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1159.wav,ambient,1215.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_374_ambient.wav
375,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,ambient,1224.000,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_375_ambient.wav
376,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\757.wav,ambient,1228.500,0.6055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_376_ambient.wav
377,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1615.wav,ambient,1237.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_377_ambient.wav
378,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_43.wav,ambient,1242.000,0.9961,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_378_ambient.wav
379,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1168.wav,ambient,1246.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_379_ambient.wav
380,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1160.wav,ambient,1251.000,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_380_ambient.wav
381,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1027.wav,ambient,1260.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_381_ambient.wav
382,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,ambient,1264.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_382_ambient.wav
383,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1299.wav,ambient,1273.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_383_ambient.wav
384,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1871.wav,ambient,1278.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_384_ambient.wav
385,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1075.wav,ambient,1287.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_385_ambient.wav
386,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,ambient,1296.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_386_ambient.wav
387,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_043.wav,ambient,1300.500,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_387_ambient.wav
388,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\742.wav,ambient,1305.000,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_388_ambient.wav
389,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\625.wav,ambient,1309.500,0.4297,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_389_ambient.wav
390,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1139.wav,ambient,1314.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_390_ambient.wav
391,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_73.wav,ambient,1323.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_391_ambient.wav
392,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\762.wav,ambient,1327.500,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_392_ambient.wav
393,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1764.wav,ambient,1336.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_393_ambient.wav
394,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\746.wav,ambient,1341.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_394_ambient.wav
395,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,ambient,1350.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_395_ambient.wav
396,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,ambient,1354.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_396_ambient.wav
397,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\355.wav,ambient,1363.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_397_ambient.wav
398,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\716.wav,ambient,1368.000,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_398_ambient.wav
399,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1356.wav,ambient,1372.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_399_ambient.wav
400,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1688.wav,ambient,1377.000,0.9922,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_400_ambient.wav
401,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1095.wav,ambient,1386.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_401_ambient.wav
402,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\303.wav,ambient,1390.500,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_402_ambient.wav
403,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1768.wav,ambient,1399.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_403_ambient.wav
404,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\636.wav,ambient,1413.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_404_ambient.wav
405,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\159.wav,ambient,1426.500,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_405_ambient.wav
406,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_38.wav,ambient,1435.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_406_ambient.wav
407,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1551.wav,ambient,1440.000,0.9570,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_407_ambient.wav
408,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1554.wav,ambient,1449.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_408_ambient.wav
409,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1521.wav,ambient,1453.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_409_ambient.wav
410,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\260.wav,ambient,1462.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_410_ambient.wav
411,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1473.wav,ambient,1476.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_411_ambient.wav
412,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_6.wav,ambient,1480.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_412_ambient.wav
413,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1298.wav,ambient,1489.500,0.2188,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_413_ambient.wav
414,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_fast_10.wav,ambient,1494.000,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_414_ambient.wav
415,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1502.wav,ambient,1498.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_415_ambient.wav
416,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1535.wav,ambient,1503.000,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_416_ambient.wav
417,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1647.wav,speech,4.500,0.7578,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_417_speech.wav
418,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_89.wav,speech,9.000,0.9844,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_418_speech.wav
419,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1013.wav,speech,13.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_419_speech.wav
420,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\8.wav,speech,18.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_420_speech.wav
421,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_025.wav,speech,22.500,0.8047,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_421_speech.wav
422,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\252.wav,speech,27.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_422_speech.wav
423,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1195.wav,speech,31.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_423_speech.wav
424,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0152.wav,speech,36.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_424_speech.wav
425,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1466.wav,speech,40.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_425_speech.wav
426,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\348.wav,speech,45.000,0.9570,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_426_speech.wav
427,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1090.wav,speech,49.500,0.5703,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_427_speech.wav
428,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1199.wav,speech,58.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_428_speech.wav
429,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\63.wav,speech,63.000,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_429_speech.wav
430,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1713.wav,speech,67.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_430_speech.wav
431,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,speech,72.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_431_speech.wav
432,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\917.wav,speech,76.500,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_432_speech.wav
433,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_fast_23.wav,speech,81.000,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_433_speech.wav
434,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\655.wav,speech,85.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_434_speech.wav
435,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\826.wav,speech,90.000,0.9375,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_435_speech.wav
436,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\162.wav,speech,94.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_436_speech.wav
437,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\314.wav,speech,99.000,0.7812,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_437_speech.wav
438,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1195.wav,speech,103.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_438_speech.wav
439,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_114.wav,speech,108.000,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_439_speech.wav
440,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1984.wav,speech,112.500,0.8945,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_440_speech.wav
441,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\742.wav,speech,117.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_441_speech.wav
